"";"sex";"age";"period";"CancerCM";"POP"
"1791";1;49;27;2189;1806004
"1792";1;49;28;2242;1807095
"1793";1;49;29;2283;1847719
"1794";1;49;30;2280;1849846
"1795";1;49;31;2262;1929494
"1796";1;49;32;2326;1970697
"1797";1;49;33;2334;2035849
"1798";1;49;34;2399;2126728
"1799";1;49;35;2419;2104542
"1800";1;49;36;2405;2187398
"1801";1;50;1;2171;1148649
"1802";1;50;2;2196;1172460
"1803";1;50;3;2233;1145262
"1804";1;50;4;2197;1145685
"1805";1;50;5;2237;1151923
"1806";1;50;6;2234;1122078
"1807";1;50;7;2303;1105292
"1808";1;50;8;2253;1105763
"1809";1;50;9;2169;1088029
"1810";1;50;10;2123;1130320
"1811";1;50;11;2114;1107702
"1812";1;50;12;2034;1074090
"1813";1;50;13;1940;1046357
"1814";1;50;14;1923;1050865
"1815";1;50;15;1929;1088450
"1816";1;50;16;2004;1089934
"1817";1;50;17;1942;1102020
"1818";1;50;18;1985;1155235
"1819";1;50;19;1992;1171981
"1820";1;50;20;1979;1189975
"1821";1;50;21;2051;1242118
"1822";1;50;22;2075;1312063
"1823";1;50;23;2302;1508093
"1824";1;50;24;2232;1435701
"1825";1;50;25;2050;1442892
"1826";1;50;26;2054;1415381
"1827";1;50;27;2602;1960732
"1828";1;50;28;2525;1835184
"1829";1;50;29;2425;1847555
"1830";1;50;30;2554;1865464
"1831";1;50;31;2456;1844198
"1832";1;50;32;2551;1923561
"1833";1;50;33;2593;1964760
"1834";1;50;34;2687;2022870
"1835";1;50;35;2688;2119655
"1836";1;50;36;2608;2097596
"1837";1;51;1;2450;1169835
"1838";1;51;2;2414;1149446
"1839";1;51;3;2395;1177183
"1840";1;51;4;2544;1153747
"1841";1;51;5;2593;1158542
"1842";1;51;6;2531;1168579
"1843";1;51;7;2509;1142330
"1844";1;51;8;2607;1129752
"1845";1;51;9;2504;1134864
"1846";1;51;10;2539;1106597
"1847";1;51;11;2341;1102024
"1848";1;51;12;2228;1077944
"1849";1;51;13;2206;1043548
"1850";1;51;14;2191;1014988
"1851";1;51;15;2159;1018253
"1852";1;51;16;2120;1052275
"1853";1;51;17;2195;1051897
"1854";1;51;18;2195;1062499
"1855";1;51;19;2176;1112010
"1856";1;51;20;2305;1126019
"1857";1;51;21;2153;1144438
"1858";1;51;22;2264;1194847
"1859";1;51;23;2468;1262251
"1860";1;51;24;2645;1450174
"1861";1;51;25;2441;1379972
"1862";1;51;26;2374;1386076
"1863";1;51;27;2371;1359691
"1864";1;51;28;2976;1884736
"1865";1;51;29;2734;1762492
"1866";1;51;30;2688;1790879
"1867";1;51;31;2828;1858686
"1868";1;51;32;2908;1837092
"1869";1;51;33;2875;1916433
"1870";1;51;34;2949;1952967
"1871";1;51;35;2901;2015018
"1872";1;51;36;2962;2111731
"1873";1;52;1;2530;1097877
"1874";1;52;2;2708;1161083
"1875";1;52;3;2725;1139983
"1876";1;52;4;2906;1167346
"1877";1;52;5;2745;1143879
"1878";1;52;6;2887;1147631
"1879";1;52;7;2874;1157446
"1880";1;52;8;2868;1131416
"1881";1;52;9;2795;1118888
"1882";1;52;10;2734;1128210
"1883";1;52;11;2624;1101086
"1884";1;52;12;2711;1095978
"1885";1;52;13;2482;1071764
"1886";1;52;14;2562;1037068
"1887";1;52;15;2447;1008091
"1888";1;52;16;2366;1010292
"1889";1;52;17;2444;1044076
"1890";1;52;18;2452;1043504
"1891";1;52;19;2386;1053202
"1892";1;52;20;2560;1100332
"1893";1;52;21;2585;1122050
"1894";1;52;22;2539;1142474
"1895";1;52;23;2546;1195014
"1896";1;52;24;2616;1263547
"1897";1;52;25;2867;1454086
"1898";1;52;26;2732;1385554
"1899";1;52;27;2718;1394515
"1900";1;52;28;2606;1370356
"1901";1;52;29;3221;1900702
"1902";1;52;30;3154;1815346
"1903";1;52;31;3078;1782490
"1904";1;52;32;3136;1850100
"1905";1;52;33;3160;1828566
"1906";1;52;34;3184;1888432
"1907";1;52;35;3348;1943785
"1908";1;52;36;3309;2005847
"1909";1;53;1;2759;1049095
"1910";1;53;2;2736;1087932
"1911";1;53;3;2935;1152729
"1912";1;53;4;3098;1133213
"1913";1;53;5;3024;1162843
"1914";1;53;6;3059;1140373
"1915";1;53;7;3117;1146038
"1916";1;53;8;3222;1158337
"1917";1;53;9;3175;1134199
"1918";1;53;10;3115;1127032
"1919";1;53;11;3093;1139123
"1920";1;53;12;3040;1110677
"1921";1;53;13;3016;1104563
"1922";1;53;14;2929;1079508
"1923";1;53;15;2774;1043501
"1924";1;53;16;2663;1013311
"1925";1;53;17;2681;1014850
"1926";1;53;18;2799;1048077
"1927";1;53;19;2734;1047136
"1928";1;53;20;2663;1050434
"1929";1;53;21;2737;1107326
"1930";1;53;22;2712;1127388
"1931";1;53;23;2738;1145529
"1932";1;53;24;2934;1194908
"1933";1;53;25;2957;1261025
"1934";1;53;26;3086;1447405
"1935";1;53;27;2983;1376890
"1936";1;53;28;2940;1382385
"1937";1;53;29;2856;1355175
"1938";1;53;30;3482;1733170
"1939";1;53;31;3401;1805722
"1940";1;53;32;3474;1772865
"1941";1;53;33;3392;1840305
"1942";1;53;34;3517;1833907
"1943";1;53;35;3486;1878472
"1944";1;53;36;3507;1933842
"1945";1;54;1;3047;1011693
"1946";1;54;2;3111;1034551
"1947";1;54;3;3103;1073426
"1948";1;54;4;3397;1138497
"1949";1;54;5;3454;1120060
"1950";1;54;6;3369;1149527
"1951";1;54;7;3386;1127439
"1952";1;54;8;3578;1134181
"1953";1;54;9;3569;1147016
"1954";1;54;10;3511;1124155
"1955";1;54;11;3548;1128386
"1956";1;54;12;3393;1141720
"1957";1;54;13;3274;1114944
"1958";1;54;14;3203;1110140
"1959";1;54;15;3146;1086126
"1960";1;54;16;3088;1050703
"1961";1;54;17;3053;1021390
"1962";1;54;18;3028;1024792
"1963";1;54;19;3059;1058974
"1964";1;54;20;2988;1059377
"1965";1;54;21;2936;1067394
"1966";1;54;22;3044;1126375
"1967";1;54;23;3020;1147863
"1968";1;54;24;3143;1166436
"1969";1;54;25;3121;1217620
"1970";1;54;26;3283;1285554
"1971";1;54;27;3438;1477342
"1972";1;54;28;3256;1406518
"1973";1;54;29;3274;1413117
"1974";1;54;30;3121;1517826
"1975";1;54;31;3956;1723366
"1976";1;54;32;3732;1795486
"1977";1;54;33;3828;1762713
"1978";1;54;34;3729;1830122
"1979";1;54;35;3717;1823429
"1980";1;54;36;3869;1868054
"1981";1;55;1;3349;998805
"1982";1;55;2;3519;995366
"1983";1;55;3;3386;1017679
"1984";1;55;4;3462;1056334
"1985";1;55;5;3641;1121442
"1986";1;55;6;3670;1102293
"1987";1;55;7;3875;1131316
"1988";1;55;8;3674;1109728
"1989";1;55;9;3754;1116365
"1990";1;55;10;3768;1119824
"1991";1;55;11;3949;1086201
"1992";1;55;12;3787;1090186
"1993";1;55;13;3778;1102796
"1994";1;55;14;3716;1076693
"1995";1;55;15;3630;1071566
"1996";1;55;16;3491;1047750
"1997";1;55;17;3457;1013289
"1998";1;55;18;3304;984664
"1999";1;55;19;3252;987533
"2000";1;55;20;3378;1043913
"2001";1;55;21;3278;1031271
"2002";1;55;22;3259;1041347
"2003";1;55;23;3368;1101921
"2004";1;55;24;3281;1124457
"2005";1;55;25;3303;1145113
"2006";1;55;26;3323;1197397
"2007";1;55;27;3490;1266768
"2008";1;55;28;3755;1457739
"2009";1;55;29;3687;1390616
"2010";1;55;30;3571;1380069
"2011";1;55;31;3493;1508444
"2012";1;55;32;4434;1712653
"2013";1;55;33;4177;1784785
"2014";1;55;34;4198;1752689
"2015";1;55;35;4126;1818547
"2016";1;55;36;4157;1811851
"2017";1;56;1;3734;996362
"2018";1;56;2;3779;983869
"2019";1;56;3;3680;980894
"2020";1;56;4;3765;1004156
"2021";1;56;5;3718;1044258
"2022";1;56;6;3966;1110195
"2023";1;56;7;3990;1091284
"2024";1;56;8;4055;1121799
"2025";1;56;9;3991;1101401
"2026";1;56;10;4271;1106424
"2027";1;56;11;4150;1106673
"2028";1;56;12;4096;1075581
"2029";1;56;13;4148;1082116
"2030";1;56;14;4249;1097101
"2031";1;56;15;4050;1073630
"2032";1;56;16;3974;1070368
"2033";1;56;17;3790;1048907
"2034";1;56;18;3799;1016288
"2035";1;56;19;3636;989356
"2036";1;56;20;3583;988286
"2037";1;56;21;3776;1053323
"2038";1;56;22;3552;1036079
"2039";1;56;23;3547;1042527
"2040";1;56;24;3602;1097867
"2041";1;56;25;3610;1116141
"2042";1;56;26;3493;1131560
"2043";1;56;27;3661;1178562
"2044";1;56;28;3810;1242062
"2045";1;56;29;4239;1423773
"2046";1;56;30;3925;1381141
"2047";1;56;31;3902;1369853
"2048";1;56;32;3820;1497586
"2049";1;56;33;4752;1701212
"2050";1;56;34;4435;1735091
"2051";1;56;35;4390;1739885
"2052";1;56;36;4451;1805661
"2053";1;57;1;4069;968525
"2054";1;57;2;4162;980711
"2055";1;57;3;4059;968657
"2056";1;57;4;3991;966524
"2057";1;57;5;4068;990878
"2058";1;57;6;4232;1031161
"2059";1;57;7;4393;1097108
"2060";1;57;8;4496;1079806
"2061";1;57;9;4526;1111053
"2062";1;57;10;4572;1098356
"2063";1;57;11;4661;1120293
"2064";1;57;12;4556;1119267
"2065";1;57;13;4622;1086512
"2066";1;57;14;4599;1091905
"2067";1;57;15;4534;1106049
"2068";1;57;16;4293;1081073
"2069";1;57;17;4366;1076715
"2070";1;57;18;4141;1054546
"2071";1;57;19;4056;1020543
"2072";1;57;20;3998;997261
"2073";1;57;21;3926;989852
"2074";1;57;22;4015;1053907
"2075";1;57;23;3973;1036370
"2076";1;57;24;3841;1041164
"2077";1;57;25;3924;1095559
"2078";1;57;26;3872;1112053
"2079";1;57;27;3882;1126878
"2080";1;57;28;4071;1172377
"2081";1;57;29;4080;1234061
"2082";1;57;30;4473;1355402
"2083";1;57;31;4258;1369797
"2084";1;57;32;4077;1358509
"2085";1;57;33;4121;1485924
"2086";1;57;34;5179;1818918
"2087";1;57;35;4999;1720948
"2088";1;57;36;4875;1726018
"2089";1;58;1;4328;941549
"2090";1;58;2;4377;949895
"2091";1;58;3;4345;961350
"2092";1;58;4;4485;948945
"2093";1;58;5;4343;946856
"2094";1;58;6;4425;970546
"2095";1;58;7;4423;1010201
"2096";1;58;8;4816;1076559
"2097";1;58;9;4821;1058112
"2098";1;58;10;4989;1084688
"2099";1;58;11;4793;1044415
"2100";1;58;12;4983;1062343
"2101";1;58;13;5076;1058599
"2102";1;58;14;5114;1024643
"2103";1;58;15;5016;1027066
"2104";1;58;16;4936;1037266
"2105";1;58;17;4787;1011343
"2106";1;58;18;4804;1004420
"2107";1;58;19;4644;980975
"2108";1;58;20;4564;938637
"2109";1;58;21;4295;933676
"2110";1;58;22;4196;933465
"2111";1;58;23;4354;1001169
"2112";1;58;24;4158;990542
"2113";1;58;25;4068;1002374
"2114";1;58;26;4252;1061705
"2115";1;58;27;4211;1085651
"2116";1;58;28;4177;1107535
"2117";1;58;29;4336;1160403
"2118";1;58;30;4349;1287435
"2119";1;58;31;4970;1342589
"2120";1;58;32;4742;1356829
"2121";1;58;33;4561;1345508
"2122";1;58;34;4557;1347955
"2123";1;58;35;5504;1803190
"2124";1;58;36;5457;1704377
"2125";1;59;1;4386;910284
"2126";1;59;2;4714;928453
"2127";1;59;3;4603;939178
"2128";1;59;4;4683;953628
"2129";1;59;5;4577;944319
"2130";1;59;6;4763;944683
"2131";1;59;7;4895;971123
"2132";1;59;8;4852;1014683
"2133";1;59;9;5134;1085067
"2134";1;59;10;5379;1068621
"2135";1;59;11;5342;1085913
"2136";1;59;12;5263;1051313
"2137";1;59;13;5390;1075317
"2138";1;59;14;5521;1077295
"2139";1;59;15;5413;1048483
"2140";1;59;16;5333;1056685
"2141";1;59;17;5475;1073670
"2142";1;59;18;5218;1053208
"2143";1;59;19;5267;1052169
"2144";1;59;20;4983;1038766
"2145";1;59;21;4902;990556
"2146";1;59;22;4653;979672
"2147";1;59;23;4594;973296
"2148";1;59;24;4688;1036190
"2149";1;59;25;4597;1019109
"2150";1;59;26;4605;1024694
"2151";1;59;27;4425;1078743
"2152";1;59;28;4558;1096259
"2153";1;59;29;4584;1110934
"2154";1;59;30;4639;1153166
"2155";1;59;31;4801;1274620
"2156";1;59;32;5360;1329067
"2157";1;59;33;5099;1343295
"2158";1;59;34;4860;1340630
"2159";1;59;35;4974;1334195
"2160";1;59;36;6028;1787927
"2161";1;60;1;4751;875491
"2162";1;60;2;4722;880448
"2163";1;60;3;5061;892288
"2164";1;60;4;5240;897373
"2165";1;60;5;5097;906129
"2166";1;60;6;5132;891513
"2167";1;60;7;5045;886044
"2168";1;60;8;5337;905800
"2169";1;60;9;5149;940496
"2170";1;60;10;5692;1021278
"2171";1;60;11;5766;1062928
"2172";1;60;12;5806;1075375
"2173";1;60;13;5802;1037117
"2174";1;60;14;5835;1056018
"2175";1;60;15;5987;1052845
"2176";1;60;16;5859;1020308
"2177";1;60;17;5810;1024275
"2178";1;60;18;5957;1035615
"2179";1;60;19;5553;1012013
"2180";1;60;20;5573;1014805
"2181";1;60;21;5349;1002482
"2182";1;60;22;5278;961582
"2183";1;60;23;5140;956758
"2184";1;60;24;5109;955879
"2185";1;60;25;4990;1023854
"2186";1;60;26;4819;1012770
"2187";1;60;27;4899;1024254
"2188";1;60;28;4829;1084697
"2189";1;60;29;4911;1107631
"2190";1;60;30;4912;1116370
"2191";1;60;31;5065;1140484
"2192";1;60;32;5376;1261254
"2193";1;60;33;5646;1315414
"2194";1;60;34;5351;1312487
"2195";1;60;35;5293;1326547
"2196";1;60;36;5278;1320071
"2197";1;61;1;5030;886880
"2198";1;61;2;5015;865567
"2199";1;61;3;5173;876908
"2200";1;61;4;5450;896311
"2201";1;61;5;5341;909091
"2202";1;61;6;5495;925398
"2203";1;61;7;5525;916932
"2204";1;61;8;5550;918861
"2205";1;61;9;5651;947455
"2206";1;61;10;5602;969148
"2207";1;61;11;5874;994121
"2208";1;61;12;6148;1035118
"2209";1;61;13;6071;1047506
"2210";1;61;14;6181;1009979
"2211";1;61;15;6198;1028611
"2212";1;61;16;6148;1025401
"2213";1;61;17;6225;993776
"2214";1;61;18;6200;997940
"2215";1;61;19;6174;1009834
"2216";1;61;20;5973;984198
"2217";1;61;21;6037;995315
"2218";1;61;22;5746;980913
"2219";1;61;23;5481;938089
"2220";1;61;24;5354;930176
"2221";1;61;25;5293;927256
"2222";1;61;26;5305;990162
"2223";1;61;27;5188;977054
"2224";1;61;28;5275;985378
"2225";1;61;29;5405;1040279
"2226";1;61;30;5090;1068406
"2227";1;61;31;5242;1102449
"2228";1;61;32;5401;1126111
"2229";1;61;33;5631;1246479
"2230";1;61;34;5958;1350834
"2231";1;61;35;5634;1296554
"2232";1;61;36;5478;1310939
"2233";1;62;1;5157;825184
"2234";1;62;2;5482;871486
"2235";1;62;3;5424;850010
"2236";1;62;4;5597;861881
"2237";1;62;5;5725;882401
"2238";1;62;6;5981;895572
"2239";1;62;7;5984;912479
"2240";1;62;8;5942;904679
"2241";1;62;9;6002;907038
"2242";1;62;10;6144;927024
"2243";1;62;11;5958;920673
"2244";1;62;12;6665;947893
"2245";1;62;13;6538;991340
"2246";1;62;14;6636;1007339
"2247";1;62;15;6846;975370
"2248";1;62;16;6743;997039
"2249";1;62;17;6980;998294
"2250";1;62;18;6637;971480
"2251";1;62;19;6671;980136
"2252";1;62;20;6772;999602
"2253";1;62;21;6464;974638
"2254";1;62;22;6409;987231
"2255";1;62;23;6268;974529
"2256";1;62;24;6105;932539
"2257";1;62;25;5698;926390
"2258";1;62;26;5810;924530
"2259";1;62;27;5759;988973
"2260";1;62;28;5648;977483
"2261";1;62;29;5503;986961
"2262";1;62;30;5529;1039562
"2263";1;62;31;5604;1053324
"2264";1;62;32;5666;1086939
"2265";1;62;33;5870;1110469
"2266";1;62;34;6046;1183212
"2267";1;62;35;6561;1333146
"2268";1;62;36;6102;1278574
"2269";1;63;1;5422;797520
"2270";1;63;2;5638;812424
"2271";1;63;3;5717;859139
"2272";1;63;4;5820;837780
"2273";1;63;5;5830;850030
"2274";1;63;6;5990;870859
"2275";1;63;7;6364;884269
"2276";1;63;8;6323;901900
"2277";1;63;9;6300;893952
"2278";1;63;10;6284;900452
"2279";1;63;11;6466;928482
"2280";1;63;12;6458;922297
"2281";1;63;13;6911;949057
"2282";1;63;14;7150;992613
"2283";1;63;15;7130;1008397
"2284";1;63;16;6949;976113
"2285";1;63;17;7048;997755
"2286";1;63;18;7269;998713
"2287";1;63;19;7257;971933
"2288";1;63;20;7220;980636
"2289";1;63;21;7105;1004788
"2290";1;63;22;6849;978524
"2291";1;63;23;6803;990069
"2292";1;63;24;6515;975229
"2293";1;63;25;6322;932104
"2294";1;63;26;6172;924075
"2295";1;63;27;5722;921282
"2296";1;63;28;5966;984781
"2297";1;63;29;5728;971465
"2298";1;63;30;5811;982386
"2299";1;63;31;5864;1023680
"2300";1;63;32;5972;1037264
"2301";1;63;33;5920;1070627
"2302";1;63;34;5980;1091615
"2303";1;63;35;6293;1165953
"2304";1;63;36;6940;1314940
"2305";1;64;1;5453;748868
"2306";1;64;2;5780;783125
"2307";1;64;3;5813;796414
"2308";1;64;4;6134;842754
"2309";1;64;5;6107;820393
"2310";1;64;6;6330;831159
"2311";1;64;7;6383;851027
"2312";1;64;8;6661;863458
"2313";1;64;9;6825;880029
"2314";1;64;10;6709;879452
"2315";1;64;11;6823;900385
"2316";1;64;12;6856;928190
"2317";1;64;13;6859;922262
"2318";1;64;14;7163;948390
"2319";1;64;15;7523;991946
"2320";1;64;16;7649;1007581
"2321";1;64;17;7400;975680
"2322";1;64;18;7426;997198
"2323";1;64;19;7640;998365
"2324";1;64;20;7555;971130
"2325";1;64;21;7627;980691
"2326";1;64;22;7480;1004452
"2327";1;64;23;7354;976895
"2328";1;64;24;7325;986466
"2329";1;64;25;6966;970775
"2330";1;64;26;6533;925773
"2331";1;64;27;6374;916375
"2332";1;64;28;6084;912797
"2333";1;64;29;6430;973141
"2334";1;64;30;6212;959010
"2335";1;64;31;6116;966099
"2336";1;64;32;6335;1007248
"2337";1;64;33;6239;1020611
"2338";1;64;34;6245;1056743
"2339";1;64;35;6265;1074547
"2340";1;64;36;6582;1148449
"2341";1;65;1;5800;720541
"2342";1;65;2;6044;732391
"2343";1;65;3;6068;765768
"2344";1;65;4;6337;778637
"2345";1;65;5;6534;824789
"2346";1;65;6;6593;801253
"2347";1;65;7;6673;811707
"2348";1;65;8;6734;831060
"2349";1;65;9;7138;843141
"2350";1;65;10;7230;862694
"2351";1;65;11;7059;864906
"2352";1;65;12;7292;883432
"2353";1;65;13;7146;907341
"2354";1;65;14;7235;898438
"2355";1;65;15;7911;920579
"2356";1;65;16;8044;959249
"2357";1;65;17;8003;971271
"2358";1;65;18;7863;937508
"2359";1;65;19;7957;955284
"2360";1;65;20;8211;962045
"2361";1;65;21;7976;941525
"2362";1;65;22;7900;951944
"2363";1;65;23;7947;976567
"2364";1;65;24;7554;950977
"2365";1;65;25;7384;962021
"2366";1;65;26;7237;947764
"2367";1;65;27;6784;905461
"2368";1;65;28;6758;897969
"2369";1;65;29;6547;895420
"2370";1;65;30;6684;941570
"2371";1;65;31;6453;941548
"2372";1;65;32;6465;948629
"2373";1;65;33;6381;989432
"2374";1;65;34;6466;1000687
"2375";1;65;35;6529;1038846
"2376";1;65;36;6649;1056494
"2377";1;66;1;5849;688795
"2378";1;66;2;5946;701209
"2379";1;66;3;6039;711768
"2380";1;66;4;6330;744987
"2381";1;66;5;6383;757324
"2382";1;66;6;6563;803146
"2383";1;66;7;6750;779215
"2384";1;66;8;6974;788633
"2385";1;66;9;7092;807738
"2386";1;66;10;7265;816708
"2387";1;66;11;7558;822067
"2388";1;66;12;7491;826637
"2389";1;66;13;7340;846701
"2390";1;66;14;7702;870571
"2391";1;66;15;7549;864505
"2392";1;66;16;7954;886836
"2393";1;66;17;8359;926358
"2394";1;66;18;8385;939387
"2395";1;66;19;8345;908921
"2396";1;66;20;8518;927934
"2397";1;66;21;8357;932929
"2398";1;66;22;8386;914588
"2399";1;66;23;8212;926086
"2400";1;66;24;8221;951000
"2401";1;66;25;7788;927345
"2402";1;66;26;7748;938842
"2403";1;66;27;7497;925782
"2404";1;66;28;7304;884900
"2405";1;66;29;6944;877448
"2406";1;66;30;6831;883798
"2407";1;66;31;6872;922620
"2408";1;66;32;6785;922574
"2409";1;66;33;6729;929475
"2410";1;66;34;6697;972143
"2411";1;66;35;6861;981803
"2412";1;66;36;6824;1019661
"2413";1;67;1;5857;645396
"2414";1;67;2;6016;666993
"2415";1;67;3;6168;678635
"2416";1;67;4;6423;689230
"2417";1;67;5;6625;722362
"2418";1;67;6;6740;734266
"2419";1;67;7;6894;780124
"2420";1;67;8;7180;755703
"2421";1;67;9;7276;765708
"2422";1;67;10;7550;787301
"2423";1;67;11;7733;796780
"2424";1;67;12;7852;803904
"2425";1;67;13;7877;809868
"2426";1;67;14;7810;831355
"2427";1;67;15;7979;856847
"2428";1;67;16;7908;852011
"2429";1;67;17;8398;875706
"2430";1;67;18;8605;916458
"2431";1;67;19;8671;931259
"2432";1;67;20;8555;897024
"2433";1;67;21;8880;911297
"2434";1;67;22;8874;917876
"2435";1;67;23;8700;901190
"2436";1;67;24;8691;913536
"2437";1;67;25;8573;940733
"2438";1;67;26;8167;918930
"2439";1;67;27;8168;932324
"2440";1;67;28;7753;921145
"2441";1;67;29;7256;880924
"2442";1;67;30;7211;865693
"2443";1;67;31;7155;864753
"2444";1;67;32;7190;903060
"2445";1;67;33;7154;902931
"2446";1;67;34;7019;907464
"2447";1;67;35;7156;952454
"2448";1;67;36;7040;961900
"2449";1;68;1;5898;605096
"2450";1;68;2;5896;619979
"2451";1;68;3;6309;641386
"2452";1;68;4;6383;653640
"2453";1;68;5;6742;664590
"2454";1;68;6;7034;698043
"2455";1;68;7;7053;710755
"2456";1;68;8;7326;757283
"2457";1;68;9;7325;733811
"2458";1;68;10;7649;743285
"2459";1;68;11;7682;752597
"2460";1;68;12;7850;759744
"2461";1;68;13;8035;763839
"2462";1;68;14;8032;766951
"2463";1;68;15;8067;786160
"2464";1;68;16;8420;807024
"2465";1;68;17;8388;800260
"2466";1;68;18;8696;819592
"2467";1;68;19;8972;855612
"2468";1;68;20;9160;872053
"2469";1;68;21;8941;849888
"2470";1;68;22;9325;864218
"2471";1;68;23;9134;871352
"2472";1;68;24;8902;856059
"2473";1;68;25;8879;869589
"2474";1;68;26;8777;896132
"2475";1;68;27;8539;876187
"2476";1;68;28;8358;890066
"2477";1;68;29;8040;879176
"2478";1;68;30;7711;861054
"2479";1;68;31;7463;845072
"2480";1;68;32;7292;844134
"2481";1;68;33;7330;881901
"2482";1;68;34;7198;880839
"2483";1;68;35;7133;887187
"2484";1;68;36;7275;931979
"2485";1;69;1;5712;544330
"2486";1;69;2;6095;577926
"2487";1;69;3;6282;592750
"2488";1;69;4;6305;614323
"2489";1;69;5;6466;627086
"2490";1;69;6;6912;638650
"2491";1;69;7;7151;672465
"2492";1;69;8;7234;685353
"2493";1;69;9;7485;731561
"2494";1;69;10;7673;705800
"2495";1;69;11;7605;719835
"2496";1;69;12;8203;731507
"2497";1;69;13;8230;740038
"2498";1;69;14;8396;745870
"2499";1;69;15;8271;752289
"2500";1;69;16;8570;773836
"2501";1;69;17;8752;796830
"2502";1;69;18;8454;792965
"2503";1;69;19;8874;814900
"2504";1;69;20;9265;854973
"2505";1;69;21;9600;862943
"2506";1;69;22;9199;839203
"2507";1;69;23;9442;851322
"2508";1;69;24;9430;856178
"2509";1;69;25;9243;839803
"2510";1;69;26;9245;851064
"2511";1;69;27;9033;876021
"2512";1;69;28;8503;854872
"2513";1;69;29;8569;866543
"2514";1;69;30;8343;847267
"2515";1;69;31;8008;838468
"2516";1;69;32;7682;822918
"2517";1;69;33;7486;821802
"2518";1;69;34;7730;871689
"2519";1;69;35;7433;859264
"2520";1;69;36;7613;865855
"2521";1;70;1;5939;531810
"2522";1;70;2;5717;505837
"2523";1;70;3;6130;533771
"2524";1;70;4;6331;543806
"2525";1;70;5;6387;559832
"2526";1;70;6;6790;567126
"2527";1;70;7;6970;573232
"2528";1;70;8;7275;599359
"2529";1;70;9;7321;606474
"2530";1;70;10;7611;657413
"2531";1;70;11;7882;670764
"2532";1;70;12;7850;684652
"2533";1;70;13;8301;695130
"2534";1;70;14;8377;702755
"2535";1;70;15;8597;708533
"2536";1;70;16;8805;714563
"2537";1;70;17;8372;736428
"2538";1;70;18;8749;757770
"2539";1;70;19;9021;754756
"2540";1;70;20;9385;779802
"2541";1;70;21;9603;831968
"2542";1;70;22;9625;839721
"2543";1;70;23;9702;816813
"2544";1;70;24;9723;828530
"2545";1;70;25;9650;833998
"2546";1;70;26;9675;818329
"2547";1;70;27;9419;830318
"2548";1;70;28;9105;855654
"2549";1;70;29;8668;835920
"2550";1;70;30;8769;839768
"2551";1;70;31;8381;822564
"2552";1;70;32;8173;814408
"2553";1;70;33;7929;798643
"2554";1;70;34;7647;788694
"2555";1;70;35;7977;848575
"2556";1;70;36;7693;836090
"2557";1;71;1;5809;521292
"2558";1;71;2;6108;509924
"2559";1;71;3;5882;487698
"2560";1;71;4;6130;521330
"2561";1;71;5;6576;536585
"2562";1;71;6;6609;558895
"2563";1;71;7;6950;571906
"2564";1;71;8;7331;582857
"2565";1;71;9;7514;617382
"2566";1;71;10;7472;615889
"2567";1;71;11;7943;629391
"2568";1;71;12;7958;643271
"2569";1;71;13;8180;656880
"2570";1;71;14;8437;667056
"2571";1;71;15;8532;674891
"2572";1;71;16;8783;680522
"2573";1;71;17;8825;687546
"2574";1;71;18;8671;709690
"2575";1;71;19;9214;732227
"2576";1;71;20;9060;726783
"2577";1;71;21;9542;750231
"2578";1;71;22;9855;800209
"2579";1;71;23;9936;806895
"2580";1;71;24;9798;783450
"2581";1;71;25;9841;794831
"2582";1;71;26;9960;798876
"2583";1;71;27;9434;782986
"2584";1;71;28;9562;793745
"2585";1;71;29;9223;817115
"2586";1;71;30;8986;802166
"2587";1;71;31;8865;813392
"2588";1;71;32;8788;796483
"2589";1;71;33;8119;788175
"2590";1;71;34;7884;778375
"2591";1;71;35;7860;765226
"2592";1;71;36;7934;824797
"2593";1;72;1;5490;460001
"2594";1;72;2;6090;489586
"2595";1;72;3;6162;476858
"2596";1;72;4;5983;454388
"2597";1;72;5;6415;486414
"2598";1;72;6;6664;500451
"2599";1;72;7;6913;520873
"2600";1;72;8;7134;531577
"2601";1;72;9;7355;541572
"2602";1;72;10;7718;579817
"2603";1;72;11;7619;590133
"2604";1;72;12;7874;601112
"2605";1;72;13;8184;611638
"2606";1;72;14;8325;621567
"2607";1;72;15;8571;628331
"2608";1;72;16;8660;632384
"2609";1;72;17;8881;635025
"2610";1;72;18;8829;638853
"2611";1;72;19;9149;658325
"2612";1;72;20;9223;687330
"2613";1;72;21;9208;708759
"2614";1;72;22;9559;730397
"2615";1;72;23;10109;778299
"2616";1;72;24;10011;783351
"2617";1;72;25;9979;760438
"2618";1;72;26;9944;770088
"2619";1;72;27;9902;773225
"2620";1;72;28;9853;757314
"2621";1;72;29;9714;766712
"2622";1;72;30;9449;788797
"2623";1;72;31;9175;774130
"2624";1;72;32;8945;785583
"2625";1;72;33;8658;768599
"2626";1;72;34;8302;758953
"2627";1;72;35;8154;753412
"2628";1;72;36;7759;740465
"2629";1;73;1;5433;421251
"2630";1;73;2;5528;432833
"2631";1;73;3;5840;464833
"2632";1;73;4;6109;454759
"2633";1;73;5;5849;433625
"2634";1;73;6;6397;468772
"2635";1;73;7;6615;485424
"2636";1;73;8;6898;508535
"2637";1;73;9;7128;522305
"2638";1;73;10;7311;524287
