"";"sex";"age";"period";"CancerCM";"POP"
"3512";2;12;20;44;1650172
"3513";2;12;21;35;1710187
"3514";2;12;22;40;1809406
"3515";2;12;23;40;1819085
"3516";2;12;24;43;1870588
"3517";2;12;25;40;1880578
"3518";2;12;26;59;1852916
"3519";2;12;27;39;1921150
"3520";2;12;28;39;1939101
"3521";2;12;29;44;1956197
"3522";2;12;30;44;1986192
"3523";2;12;31;49;2040461
"3524";2;12;32;41;2097270
"3525";2;12;33;45;2094243
"3526";2;12;34;42;2064051
"3527";2;12;35;41;2031265
"3528";2;12;36;51;1998644
"3529";2;13;1;86;2058132
"3530";2;13;2;73;2060785
"3531";2;13;3;90;2054403
"3532";2;13;4;93;2087049
"3533";2;13;5;78;2052497
"3534";2;13;6;72;2022937
"3535";2;13;7;89;1994952
"3536";2;13;8;71;1921693
"3537";2;13;9;62;1816904
"3538";2;13;10;54;1777842
"3539";2;13;11;42;1739800
"3540";2;13;12;78;1774644
"3541";2;13;13;61;1812234
"3542";2;13;14;68;1845951
"3543";2;13;15;45;1699115
"3544";2;13;16;38;1606540
"3545";2;13;17;53;1565819
"3546";2;13;18;44;1600753
"3547";2;13;19;37;1578173
"3548";2;13;20;54;1652838
"3549";2;13;21;43;1675356
"3550";2;13;22;47;1735584
"3551";2;13;23;38;1835449
"3552";2;13;24;53;1842341
"3553";2;13;25;45;1891531
"3554";2;13;26;40;1899838
"3555";2;13;27;45;1871047
"3556";2;13;28;40;1937137
"3557";2;13;29;37;1952202
"3558";2;13;30;49;1973251
"3559";2;13;31;54;1993703
"3560";2;13;32;61;2047965
"3561";2;13;33;68;2104762
"3562";2;13;34;42;2095240
"3563";2;13;35;58;2070080
"3564";2;13;36;46;2037467
"3565";2;14;1;88;2086599
"3566";2;14;2;107;2093470
"3567";2;14;3;99;2094410
"3568";2;14;4;92;2086255
"3569";2;14;5;85;2118455
"3570";2;14;6;94;2080381
"3571";2;14;7;79;2047811
"3572";2;14;8;82;2019586
"3573";2;14;9;74;1944053
"3574";2;14;10;81;1834097
"3575";2;14;11;79;1787260
"3576";2;14;12;70;1747792
"3577";2;14;13;60;1781444
"3578";2;14;14;69;1819219
"3579";2;14;15;62;1852935
"3580";2;14;16;66;1706149
"3581";2;14;17;54;1613443
"3582";2;14;18;56;1573269
"3583";2;14;19;46;1607599
"3584";2;14;20;52;1588101
"3585";2;14;21;56;1669805
"3586";2;14;22;65;1694002
"3587";2;14;23;55;1756085
"3588";2;14;24;58;1855309
"3589";2;14;25;59;1861064
"3590";2;14;26;43;1910849
"3591";2;14;27;60;1919602
"3592";2;14;28;60;1890275
"3593";2;14;29;46;1955864
"3594";2;14;30;47;1966192
"3595";2;14;31;49;1980916
"3596";2;14;32;46;2001366
"3597";2;14;33;59;2055618
"3598";2;14;34;58;2130142
"3599";2;14;35;58;2101358
"3600";2;14;36;40;2076379
"3601";2;15;1;115;2010220
"3602";2;15;2;81;2084981
"3603";2;15;3;124;2093787
"3604";2;15;4;113;2096841
"3605";2;15;5;107;2091518
"3606";2;15;6;78;2124319
"3607";2;15;7;83;2087346
"3608";2;15;8;98;2058757
"3609";2;15;9;82;2032784
"3610";2;15;10;80;1960229
"3611";2;15;11;64;1852070
"3612";2;15;12;66;1803658
"3613";2;15;13;81;1762740
"3614";2;15;14;57;1796348
"3615";2;15;15;49;1834370
"3616";2;15;16;61;1868182
"3617";2;15;17;55;1720673
"3618";2;15;18;46;1628030
"3619";2;15;19;63;1587227
"3620";2;15;20;57;1627572
"3621";2;15;21;54;1613582
"3622";2;15;22;54;1697162
"3623";2;15;23;56;1722099
"3624";2;15;24;60;1782880
"3625";2;15;25;58;1880931
"3626";2;15;26;50;1886348
"3627";2;15;27;58;1935982
"3628";2;15;28;56;1944188
"3629";2;15;29;48;1913334
"3630";2;15;30;62;1959704
"3631";2;15;31;56;1973975
"3632";2;15;32;47;1988724
"3633";2;15;33;36;2009156
"3634";2;15;34;57;2051384
"3635";2;15;35;55;2136229
"3636";2;15;36;50;2107713
"3637";2;16;1;100;1972155
"3638";2;16;2;119;2001665
"3639";2;16;3;111;2078563
"3640";2;16;4;96;2089929
"3641";2;16;5;102;2096348
"3642";2;16;6;92;2091945
"3643";2;16;7;92;2126321
"3644";2;16;8;95;2094020
"3645";2;16;9;80;2068177
"3646";2;16;10;86;2039573
"3647";2;16;11;78;1961068
"3648";2;16;12;85;1852918
"3649";2;16;13;64;1804128
"3650";2;16;14;60;1763851
"3651";2;16;15;77;1797994
"3652";2;16;16;68;1836481
"3653";2;16;17;63;1870152
"3654";2;16;18;68;1724059
"3655";2;16;19;43;1631424
"3656";2;16;20;64;1595041
"3657";2;16;21;69;1638425
"3658";2;16;22;56;1625396
"3659";2;16;23;58;1709267
"3660";2;16;24;57;1731917
"3661";2;16;25;49;1790684
"3662";2;16;26;59;1888035
"3663";2;16;27;60;1892807
"3664";2;16;28;68;1941225
"3665";2;16;29;77;1948049
"3666";2;16;30;54;1939288
"3667";2;16;31;60;1967913
"3668";2;16;32;59;1982225
"3669";2;16;33;45;1996963
"3670";2;16;34;67;2019220
"3671";2;16;35;51;2057891
"3672";2;16;36;57;2142783
"3673";2;17;1;107;1944364
"3674";2;17;2;139;1983502
"3675";2;17;3;105;2012242
"3676";2;17;4;110;2088534
"3677";2;17;5;107;2099650
"3678";2;17;6;101;2103363
"3679";2;17;7;113;2096972
"3680";2;17;8;89;2132619
"3681";2;17;9;107;2099495
"3682";2;17;10;104;2063104
"3683";2;17;11;99;2034707
"3684";2;17;12;94;1960890
"3685";2;17;13;77;1856837
"3686";2;17;14;68;1812860
"3687";2;17;15;65;1777247
"3688";2;17;16;68;1815712
"3689";2;17;17;77;1859000
"3690";2;17;18;71;1899073
"3691";2;17;19;64;1756034
"3692";2;17;20;65;1666424
"3693";2;17;21;51;1631264
"3694";2;17;22;54;1672781
"3695";2;17;23;68;1656989
"3696";2;17;24;57;1735934
"3697";2;17;25;53;1754177
"3698";2;17;26;59;1809018
"3699";2;17;27;56;1903130
"3700";2;17;28;61;1903658
"3701";2;17;29;68;1947136
"3702";2;17;30;53;1947452
"3703";2;17;31;53;1948735
"3704";2;17;32;55;1977404
"3705";2;17;33;53;1991681
"3706";2;17;34;53;1996871
"3707";2;17;35;59;2026670
"3708";2;17;36;51;2065513
"3709";2;18;1;117;1916698
"3710";2;18;2;99;1965523
"3711";2;18;3;111;2000187
"3712";2;18;4;100;2024287
"3713";2;18;5;95;2096616
"3714";2;18;6;89;2101117
"3715";2;18;7;113;2098845
"3716";2;18;8;92;2089906
"3717";2;18;9;77;2120578
"3718";2;18;10;110;2087663
"3719";2;18;11;100;2056322
"3720";2;18;12;94;2028471
"3721";2;18;13;78;1954636
"3722";2;18;14;90;1851374
"3723";2;18;15;57;1807933
"3724";2;18;16;64;1772616
"3725";2;18;17;67;1810621
"3726";2;18;18;64;1854826
"3727";2;18;19;60;1893402
"3728";2;18;20;61;1755990
"3729";2;18;21;58;1660034
"3730";2;18;22;55;1632308
"3731";2;18;23;63;1679536
"3732";2;18;24;63;1667117
"3733";2;18;25;58;1750360
"3734";2;18;26;61;1774688
"3735";2;18;27;67;1836601
"3736";2;18;28;42;1936778
"3737";2;18;29;48;1942583
"3738";2;18;30;60;1973893
"3739";2;18;31;62;1958230
"3740";2;18;32;69;1959795
"3741";2;18;33;61;1988278
"3742";2;18;34;55;2003609
"3743";2;18;35;54;2005355
"3744";2;18;36;43;2035312
"3745";2;19;1;92;1897102
"3746";2;19;2;111;1952341
"3747";2;19;3;110;2008915
"3748";2;19;4;94;2051308
"3749";2;19;5;112;2083791
"3750";2;19;6;100;2164054
"3751";2;19;7;95;2175021
"3752";2;19;8;80;2182588
"3753";2;19;9;91;2180746
"3754";2;19;10;95;2230806
"3755";2;19;11;86;2191701
"3756";2;19;12;99;2162595
"3757";2;19;13;85;2136562
"3758";2;19;14;85;2062711
"3759";2;19;15;88;1956662
"3760";2;19;16;76;1912796
"3761";2;19;17;76;1878456
"3762";2;19;18;81;1923024
"3763";2;19;19;87;1972245
"3764";2;19;20;76;2010482
"3765";2;19;21;68;1864004
"3766";2;19;22;64;1760923
"3767";2;19;23;59;1728246
"3768";2;19;24;60;1771183
"3769";2;19;25;49;1752980
"3770";2;19;26;60;1835134
"3771";2;19;27;55;1856646
"3772";2;19;28;58;1915146
"3773";2;19;29;59;2010467
"3774";2;19;30;75;2003239
"3775";2;19;31;57;1986394
"3776";2;19;32;70;1971399
"3777";2;19;33;58;1973711
"3778";2;19;34;67;2010954
"3779";2;19;35;70;2014094
"3780";2;19;36;58;2015646
"3781";2;20;1;117;1872253
"3782";2;20;2;99;1918750
"3783";2;20;3;100;1970431
"3784";2;20;4;98;2023217
"3785";2;20;5;106;2062331
"3786";2;20;6;120;2089589
"3787";2;20;7;104;2164455
"3788";2;20;8;93;2173688
"3789";2;20;9;90;2176821
"3790";2;20;10;100;2178872
"3791";2;20;11;75;2219444
"3792";2;20;12;108;2179855
"3793";2;20;13;89;2151136
"3794";2;20;14;96;2124270
"3795";2;20;15;84;2049354
"3796";2;20;16;78;1943943
"3797";2;20;17;87;1900428
"3798";2;20;18;68;1868622
"3799";2;20;19;77;1911479
"3800";2;20;20;73;1983876
"3801";2;20;21;79;1998586
"3802";2;20;22;78;1859958
"3803";2;20;23;71;1762315
"3804";2;20;24;57;1729709
"3805";2;20;25;66;1772205
"3806";2;20;26;81;1756029
"3807";2;20;27;60;1838771
"3808";2;20;28;69;1859281
"3809";2;20;29;94;1915294
"3810";2;20;30;60;1992710
"3811";2;20;31;72;2017883
"3812";2;20;32;70;2001858
"3813";2;20;33;66;1986827
"3814";2;20;34;58;1970646
"3815";2;20;35;66;2022783
"3816";2;20;36;54;2026401
"3817";2;21;1;97;1754919
"3818";2;21;2;117;1821840
"3819";2;21;3;105;1869758
"3820";2;21;4;104;1922717
"3821";2;21;5;111;1977713
"3822";2;21;6;101;2018135
"3823";2;21;7;110;2046717
"3824";2;21;8;108;2125869
"3825";2;21;9;110;2138076
"3826";2;21;10;102;2145940
"3827";2;21;11;99;2142473
"3828";2;21;12;131;2182071
"3829";2;21;13;112;2143396
"3830";2;21;14;86;2115041
"3831";2;21;15;95;2088251
"3832";2;21;16;83;2015788
"3833";2;21;17;66;1913009
"3834";2;21;18;97;1871916
"3835";2;21;19;80;1840219
"3836";2;21;20;78;1875420
"3837";2;21;21;92;1943703
"3838";2;21;22;96;1962728
"3839";2;21;23;82;1831408
"3840";2;21;24;61;1735974
"3841";2;21;25;62;1704647
"3842";2;21;26;79;1748166
"3843";2;21;27;67;1736573
"3844";2;21;28;89;1818475
"3845";2;21;29;80;1838440
"3846";2;21;30;82;1903327
"3847";2;21;31;79;2009449
"3848";2;21;32;91;2034640
"3849";2;21;33;68;2018930
"3850";2;21;34;66;2001215
"3851";2;21;35;87;1983711
"3852";2;21;36;81;2036784
"3853";2;22;1;138;1750131
"3854";2;22;2;121;1749472
"3855";2;22;3;133;1816774
"3856";2;22;4;98;1865011
"3857";2;22;5;99;1919317
"3858";2;22;6;115;1974686
"3859";2;22;7;91;2014885
"3860";2;22;8;98;2047208
"3861";2;22;9;116;2127076
"3862";2;22;10;82;2133337
"3863";2;22;11;102;2134033
"3864";2;22;12;108;2127288
"3865";2;22;13;100;2161210
"3866";2;22;14;98;2118642
"3867";2;22;15;102;2086713
"3868";2;22;16;79;2056431
"3869";2;22;17;85;1981098
"3870";2;22;18;78;1878081
"3871";2;22;19;85;1832456
"3872";2;22;20;73;1797696
"3873";2;22;21;83;1835906
"3874";2;22;22;80;1906833
"3875";2;22;23;96;1930030
"3876";2;22;24;83;1803160
"3877";2;22;25;60;1712695
"3878";2;22;26;50;1685176
"3879";2;22;27;81;1733740
"3880";2;22;28;83;1725436
"3881";2;22;29;71;1807150
"3882";2;22;30;80;1856927
"3883";2;22;31;72;1920883
"3884";2;22;32;79;2027153
"3885";2;22;33;93;2052545
"3886";2;22;34;75;2028624
"3887";2;22;35;77;2015267
"3888";2;22;36;66;1998342
"3889";2;23;1;119;1731071
"3890";2;23;2;91;1745505
"3891";2;23;3;103;1746717
"3892";2;23;4;113;1815639
"3893";2;23;5;119;1866708
"3894";2;23;6;121;1922964
"3895";2;23;7;107;1979490
"3896";2;23;8;128;2024911
"3897";2;23;9;120;2059503
"3898";2;23;10;136;2138494
"3899";2;23;11;135;2143999
"3900";2;23;12;112;2142253
"3901";2;23;13;130;2132900
"3902";2;23;14;113;2162568
"3903";2;23;15;129;2118255
"3904";2;23;16;109;2085039
"3905";2;23;17;97;2051583
"3906";2;23;18;100;1976197
"3907";2;23;19;118;1870029
"3908";2;23;20;108;1824071
"3909";2;23;21;88;1796501
"3910";2;23;22;77;1838571
"3911";2;23;23;72;1912734
"3912";2;23;24;98;1936130
"3913";2;23;25;77;1812124
"3914";2;23;26;74;1724373
"3915";2;23;27;68;1701900
"3916";2;23;28;86;1752661
"3917";2;23;29;89;1744637
"3918";2;23;30;82;1807299
"3919";2;23;31;84;1875944
"3920";2;23;32;83;1939914
"3921";2;23;33;92;2045864
"3922";2;23;34;100;2069434
"3923";2;23;35;75;2043363
"3924";2;23;36;87;2030802
"3925";2;24;1;150;1920683
"3926";2;24;2;133;1787577
"3927";2;24;3;151;1797921
"3928";2;24;4;140;1794760
"3929";2;24;5;134;1861910
"3930";2;24;6;129;1909590
"3931";2;24;7;112;1961401
"3932";2;24;8;133;2017302
"3933";2;24;9;139;2058691
"3934";2;24;10;141;2086718
"3935";2;24;11;126;2165000
"3936";2;24;12;171;2173287
"3937";2;24;13;143;2173465
"3938";2;24;14;105;2166208
"3939";2;24;15;122;2198923
"3940";2;24;16;141;2157215
"3941";2;24;17;112;2125100
"3942";2;24;18;120;2094664
"3943";2;24;19;110;2019199
"3944";2;24;20;98;1915188
"3945";2;24;21;102;1876648
"3946";2;24;22;120;1848485
"3947";2;24;23;110;1891279
"3948";2;24;24;97;1962792
"3949";2;24;25;108;1984262
"3950";2;24;26;116;1856616
"3951";2;24;27;102;1769946
"3952";2;24;28;75;1745362
"3953";2;24;29;75;1793094
"3954";2;24;30;94;1801192
"3955";2;24;31;89;1827019
"3956";2;24;32;93;1895734
"3957";2;24;33;101;1959606
"3958";2;24;34;89;2066695
"3959";2;24;35;88;2084955
"3960";2;24;36;90;2059467
"3961";2;25;1;143;1377357
"3962";2;25;2;180;1901185
"3963";2;25;3;149;1773233
"3964";2;25;4;150;1787090
"3965";2;25;5;129;1788522
"3966";2;25;6;132;1858794
"3967";2;25;7;126;1908870
"3968";2;25;8;149;1967297
"3969";2;25;9;149;2027047
"3970";2;25;10;159;2070704
"3971";2;25;11;140;2103958
"3972";2;25;12;122;2178578
"3973";2;25;13;135;2183126
"3974";2;25;14;154;2179358
"3975";2;25;15;127;2169280
"3976";2;25;16;132;2198590
"3977";2;25;17;145;2153000
"3978";2;25;18;122;2119272
"3979";2;25;19;129;2084066
"3980";2;25;20;128;2017380
"3981";2;25;21;122;1921945
"3982";2;25;22;137;1890967
"3983";2;25;23;114;1870544
"3984";2;25;24;122;1917203
"3985";2;25;25;113;1995602
"3986";2;25;26;121;2024591
"3987";2;25;27;95;1905811
"3988";2;25;28;90;1822893
"3989";2;25;29;89;1800091
"3990";2;25;30;105;1825539
"3991";2;25;31;111;1821708
"3992";2;25;32;87;1847481
"3993";2;25;33;94;1916211
"3994";2;25;34;95;1966430
"3995";2;25;35;112;2082678
"3996";2;25;36;113;2101758
"3997";2;26;1;154;1392987
"3998";2;26;2;135;1365819
"3999";2;26;3;162;1884209
"4000";2;26;4;176;1758493
"4001";2;26;5;169;1774090
"4002";2;26;6;175;1776264
"4003";2;26;7;151;1845641
"4004";2;26;8;142;1898900
"4005";2;26;9;158;1957619
"4006";2;26;10;180;2018570
"4007";2;26;11;129;2061325
"4008";2;26;12;144;2094607
"4009";2;26;13;153;2169332
"4010";2;26;14;160;2174650
"4011";2;26;15;172;2173178
"4012";2;26;16;184;2165178
"4013";2;26;17;149;2194551
"4014";2;26;18;166;2151372
"4015";2;26;19;151;2118399
"4016";2;26;20;159;2088255
"4017";2;26;21;149;2030878
"4018";2;26;22;126;1934222
"4019";2;26;23;116;1901221
"4020";2;26;24;124;1875856
"4021";2;26;25;147;1919907
"4022";2;26;26;133;1995251
"4023";2;26;27;146;2023255
"4024";2;26;28;129;1901814
"4025";2;26;29;125;1814511
"4026";2;26;30;108;1809773
"4027";2;26;31;116;1845622
"4028";2;26;32;94;1841572
"4029";2;26;33;123;1867309
"4030";2;26;34;114;1912938
"4031";2;26;35;104;1982104
"4032";2;26;36;105;2099084
"4033";2;27;1;159;1437071
"4034";2;27;2;147;1418574
"4035";2;27;3;152;1390005
"4036";2;27;4;197;1914165
"4037";2;27;5;180;1787517
"4038";2;27;6;177;1802462
"4039";2;27;7;172;1802686
"4040";2;27;8;164;1874645
"4041";2;27;9;173;1927190
"4042";2;27;10;194;1988156
"4043";2;27;11;149;2042784
"4044";2;27;12;157;2084176
"4045";2;27;13;185;2115432
"4046";2;27;14;189;2188774
"4047";2;27;15;198;2193654
"4048";2;27;16;178;2190907
"4049";2;27;17;169;2180494
"4050";2;27;18;170;2209097
"4051";2;27;19;181;2163182
"4052";2;27;20;183;2135671
"4053";2;27;21;168;2119543
"4054";2;27;22;177;2065345
"4055";2;27;23;183;1971018
"4056";2;27;24;155;1937823
"4057";2;27;25;151;1914684
"4058";2;27;26;167;1961996
"4059";2;27;27;166;2043160
"4060";2;27;28;159;2072411
"4061";2;27;29;126;1949823
"4062";2;27;30;113;1849371
"4063";2;27;31;139;1829359
"4064";2;27;32;125;1865065
"4065";2;27;33;127;1861102
"4066";2;27;34;122;1893814
"4067";2;27;35;112;1928346
"4068";2;27;36;154;1997970
"4069";2;28;1;189;1513785
"4070";2;28;2;194;1433048
"4071";2;28;3;188;1408310
"4072";2;28;4;173;1374580
"4073";2;28;5;209;1885425
"4074";2;28;6;225;1753060
"4075";2;28;7;194;1759117
"4076";2;28;8;202;1754754
"4077";2;28;9;173;1817030
"4078";2;28;10;197;1862717
"4079";2;28;11;220;1912158
"4080";2;28;12;191;1961202
"4081";2;28;13;207;1997201
"4082";2;28;14;215;2024107
"4083";2;28;15;220;2092212
"4084";2;28;16;203;2093886
"4085";2;28;17;235;2088213
"4086";2;28;18;198;2075641
"4087";2;28;19;181;2099579
"4088";2;28;20;181;2069754
"4089";2;28;21;176;2057984
"4090";2;28;22;214;2051560
"4091";2;28;23;186;2008375
"4092";2;28;24;183;1922955
"4093";2;28;25;163;1898552
"4094";2;28;26;179;1883792
"4095";2;28;27;162;1939616
"4096";2;28;28;161;2025637
"4097";2;28;29;148;2060374
"4098";2;28;30;153;1961752
"4099";2;28;31;157;1868664
"4100";2;28;32;138;1848475
"4101";2;28;33;136;1884145
"4102";2;28;34;120;1851096
"4103";2;28;35;125;1908961
"4104";2;28;36;118;1944149
"4105";2;29;1;191;1340531
"4106";2;29;2;218;1534183
"4107";2;29;3;202;1463909
"4108";2;29;4;217;1450032
"4109";2;29;5;204;1427322
"4110";2;29;6;237;1971197
"4111";2;29;7;241;1845841
"4112";2;29;8;254;1868659
"4113";2;29;9;217;1877469
"4114";2;29;10;226;1953245
"4115";2;29;11;259;1999462
"4116";2;29;12;244;2056406
"4117";2;29;13;246;2113464
"4118";2;29;14;246;2157601
"4119";2;29;15;219;2194256
"4120";2;29;16;260;2271547
"4121";2;29;17;234;2279996
"4122";2;29;18;203;2281253
"4123";2;29;19;239;2275241
"4124";2;29;20;231;2283730
"4125";2;29;21;215;2280855
"4126";2;29;22;253;2248571
"4127";2;29;23;238;2221983
"4128";2;29;24;199;2153216
"4129";2;29;25;191;2043859
"4130";2;29;26;207;1999214
"4131";2;29;27;196;1967210
"4132";2;29;28;179;2004603
"4133";2;29;29;189;2071169
"4134";2;29;30;191;2065262
"4135";2;29;31;177;1979934
"4136";2;29;32;142;1886702
"4137";2;29;33;164;1866476
"4138";2;29;34;157;1911886
"4139";2;29;35;135;1865435
"4140";2;29;36;158;1923870
"4141";2;30;1;218;1325656
"4142";2;30;2;222;1407463
"4143";2;30;3;274;1598752
"4144";2;30;4;221;1516194
"4145";2;30;5;222;1493346
"4146";2;30;6;218;1460678
"4147";2;30;7;271;2001290
"4148";2;30;8;258;1865755
"4149";2;30;9;250;1876915
"4150";2;30;10;250;1874807
"4151";2;30;11;269;1945556
"4152";2;30;12;256;1987388
"4153";2;30;13;243;2039755
"4154";2;30;14;290;2092816
"4155";2;30;15;253;2133465
"4156";2;30;16;254;2164643
"4157";2;30;17;270;2238205
"4158";2;30;18;271;2241832
"4159";2;30;19;279;2238449
"4160";2;30;20;277;2260895
"4161";2;30;21;299;2264825
"4162";2;30;22;246;2273195
"4163";2;30;23;242;2252300
"4164";2;30;24;263;2233339
"4165";2;30;25;249;2174074
"4166";2;30;26;247;2074010
"4167";2;30;27;211;2040676
"4168";2;30;28;219;2017837
"4169";2;30;29;193;2064871
"4170";2;30;30;179;2124362
"4171";2;30;31;246;2082506
"4172";2;30;32;202;1997157
"4173";2;30;33;180;1903892
"4174";2;30;34;171;1865327
"4175";2;30;35;186;1925586
"4176";2;30;36;173;1879628
"4177";2;31;1;234;1196116
"4178";2;31;2;269;1265934
"4179";2;31;3;256;1347631
"4180";2;31;4;272;1535205
"4181";2;31;5;292;1460437
"4182";2;31;6;284;1442411
"4183";2;31;7;268;1414333
"4184";2;31;8;283;1945310
"4185";2;31;9;309;1818845
"4186";2;31;10;300;1839125
"4187";2;31;11;274;1838490
"4188";2;31;12;276;1905670
"4189";2;31;13;316;1945745
"4190";2;31;14;314;1996135
"4191";2;31;15;325;2047765
"4192";2;31;16;328;2086900
"4193";2;31;17;323;2116376
"4194";2;31;18;345;2187389
"4195";2;31;19;349;2190140
"4196";2;31;20;312;2183483
"4197";2;31;21;347;2224870
"4198";2;31;22;310;2226383
"4199";2;31;23;340;2231335
"4200";2;31;24;308;2204795
"4201";2;31;25;301;2182021
"4202";2;31;26;288;2120192
"4203";2;31;27;279;2020569
"4204";2;31;28;280;1984295
"4205";2;31;29;249;1957054
"4206";2;31;30;245;2026719
"4207";2;31;31;252;2139818
"4208";2;31;32;242;2097860
"4209";2;31;33;205;2012526
"4210";2;31;34;192;1919859
"4211";2;31;35;202;1877567
"4212";2;31;36;243;1938403
"4213";2;32;1;253;1188577
"4214";2;32;2;268;1210712
"4215";2;32;3;264;1280625
"4216";2;32;4;272;1362351
"4217";2;32;5;299;1551302
"4218";2;32;6;308;1476067
"4219";2;32;7;293;1457475
"4220";2;32;8;308;1431579
"4221";2;32;9;357;1964822
"4222";2;32;10;354;1838861
"4223";2;32;11;388;1851858
"4224";2;32;12;367;1849483
"4225";2;32;13;299;1915259
"4226";2;32;14;290;1954457
"4227";2;32;15;376;2004611
"4228";2;32;16;365;2055722
"4229";2;32;17;360;2094049
"4230";2;32;18;367;2123474
"4231";2;32;19;364;2192941
"4232";2;32;20;350;2199813
"4233";2;32;21;374;2208728
"4234";2;32;22;367;2252428
"4235";2;32;23;329;2255984
"4236";2;32;24;327;2259893
"4237";2;32;25;310;2233601
"4238";2;32;26;348;2211622
"4239";2;32;27;316;2151727
"4240";2;32;28;296;2051963
"4241";2;32;29;279;2014551
"4242";2;32;30;277;1993839
"4243";2;32;31;284;2040078
"4244";2;32;32;304;2152985
"4245";2;32;33;249;2111150
"4246";2;32;34;303;2016055
"4247";2;32;35;226;1930560
"4248";2;32;36;243;1888544
"4249";2;33;1;299;1165118
"4250";2;33;2;310;1184364
"4251";2;33;3;325;1205641
"4252";2;33;4;307;1274465
"4253";2;33;5;330;1355611
"4254";2;33;6;344;1542246
"4255";2;33;7;336;1467010
"4256";2;33;8;356;1451158
"4257";2;33;9;327;1425027
"4258";2;33;10;396;1953379
"4259";2;33;11;398;1821954
"4260";2;33;12;383;1835114
"4261";2;33;13;386;1834135
"4262";2;33;14;392;1901047
"4263";2;33;15;433;1942837
"4264";2;33;16;412;1994251
"4265";2;33;17;399;2046946
"4266";2;33;18;379;2088027
"4267";2;33;19;379;2118948
"4268";2;33;20;421;2194564
"4269";2;33;21;390;2210724
"4270";2;33;22;423;2217722
"4271";2;33;23;397;2258856
"4272";2;33;24;427;2257257
"4273";2;33;25;384;2257400
"4274";2;33;26;416;2227317
"4275";2;33;27;372;2203422
"4276";2;33;28;360;2140397
"4277";2;33;29;277;2036474
"4278";2;33;30;332;2002122
"4279";2;33;31;335;2005800
"4280";2;33;32;318;2051901
"4281";2;33;33;322;2164691
"4282";2;33;34;281;2138896
"4283";2;33;35;281;2025440
"4284";2;33;36;260;1940342
"4285";2;34;1;367;1160999
"4286";2;34;2;316;1200348
"4287";2;34;3;319;1219826
"4288";2;34;4;373;1241443
"4289";2;34;5;294;1312667
"4290";2;34;6;361;1396408
"4291";2;34;7;424;1589174
"4292";2;34;8;363;1513287
"4293";2;34;9;356;1495804
"4294";2;34;10;392;1465039
"4295";2;34;11;459;2004801
"4296";2;34;12;463;1869572
"4297";2;34;13;471;1883195
"4298";2;34;14;497;1882920
"4299";2;34;15;469;1952210
"4300";2;34;16;446;1995996
"4301";2;34;17;502;2049848
"4302";2;34;18;461;2105617
"4303";2;34;19;505;2149020
"4304";2;34;20;506;2177981
"4305";2;34;21;500;2264758
"4306";2;34;22;514;2278286
"4307";2;34;23;473;2281775
"4308";2;34;24;469;2317622
"4309";2;34;25;519;2311193
"4310";2;34;26;457;2306424
"4311";2;34;27;412;2273337
"4312";2;34;28;452;2244668
"4313";2;34;29;381;2176173
"4314";2;34;30;371;2072392
"4315";2;34;31;332;2012949
"4316";2;34;32;360;2016524
"4317";2;34;33;340;2062610
"4318";2;34;34;330;2170846
"4319";2;34;35;313;2147212
"4320";2;34;36;319;2034144
"4321";2;35;1;385;1147211
"4322";2;35;2;405;1158179
"4323";2;35;3;390;1194341
"4324";2;35;4;402;1210913
"4325";2;35;5;388;1230188
"4326";2;35;6;405;1297862
"4327";2;35;7;410;1376970
"4328";2;35;8;416;1565939
"4329";2;35;9;415;1488155
"4330";2;35;10;429;1472083
"4331";2;35;11;350;1451285
"4332";2;35;12;499;1984076
"4333";2;35;13;497;1851284
"4334";2;35;14;522;1865877
"4335";2;35;15;502;1866779
"4336";2;35;16;495;1937280
"4337";2;35;17;466;1981303
"4338";2;35;18;562;2036030
"4339";2;35;19;540;2092267
"4340";2;35;20;534;2150152
"4341";2;35;21;583;2181194
"4342";2;35;22;575;2273965
"4343";2;35;23;491;2293644
"4344";2;35;24;554;2301210
"4345";2;35;25;567;2342507
"4346";2;35;26;523;2342063
"4347";2;35;27;529;2344978
"4348";2;35;28;522;2317740
"4349";2;35;29;444;2293916
"4350";2;35;30;463;2209906
"4351";2;35;31;466;2082567
"4352";2;35;32;444;2023107
"4353";2;35;33;409;2026717
"4354";2;35;34;405;2058583
"4355";2;35;35;405;2178604
"4356";2;35;36;415;2155404
"4357";2;36;1;413;1129812
"4358";2;36;2;413;1145408
"4359";2;36;3;436;1153776
"4360";2;36;4;446;1187501
"4361";2;36;5;422;1202284
"4362";2;36;6;386;1219095
"4363";2;36;7;444;1282990
"4364";2;36;8;460;1360633
"4365";2;36;9;555;1543503
"4366";2;36;10;499;1468467
"4367";2;36;11;465;1456532
"4368";2;36;12;504;1434536
"4369";2;36;13;615;1958032
"4370";2;36;14;633;1825729
"4371";2;36;15;571;1838935
"4372";2;36;16;581;1838185
"4373";2;36;17;580;1905646
"4374";2;36;18;609;1948079
"4375";2;36;19;612;2000075
"4376";2;36;20;636;2055598
"4377";2;36;21;606;2117198
"4378";2;36;22;648;2148696
"4379";2;36;23;578;2240741
"4380";2;36;24;612;2258558
"4381";2;36;25;619;2265531
"4382";2;36;26;594;2305735
"4383";2;36;27;615;2306431
"4384";2;36;28;568;2309027
